Product,Varientid,Product_Title,Description,Type,Vendor,Tags,Weight,SKU,Processing_time,Slug,Price,Compare_price,Cost,Quantity,Recommended_price,"Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value",Category,"Variant Barcode",Images
2905,2934,"Orange Ribbon Awareness Teddy Bear","<p>This adorable orange ribbon teddy bear has a satin ribbon tied around his neck with orange ribbons and the words ""Hope, Faith, Love"" in a pretty design. This bear is 6 1/2 inches tall.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_No, color_Orange, Generic, GiftOption_No, Orange Ribbon - Retail, product-type_Teddy Bears, shape_Animal, Teddy bears, Wholesale Merchandise Shop: Gift Shop (Buy Just 1)-7, Wholesal",0.226796185,RE-TBEAR-5,,orange-ribbon-teddy-bear-1-teddy-bear-retail,6,,6,999,15.99,Title,"Default Title",,,,,"Orange Ribbon",'849228027549,202105181503orange-ribbon-teddy-bear-1-teddy-bear-retail325504892.jpg
2906,2935,"Red Ribbon Awareness Teddy Bear","<p>This adorable red ribbon teddy bear has a satin ribbon tied around his neck with red ribbons and the words ""Hope, Faith, Love"" in a pretty design. This bear is 6 1/2 inches tall.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_No, color_Brown, Generic, GiftOption_No, product-type_Teddy Bears, Red Ribbon - Retail, shape_Animal, Teddy bears, Wholesale Merchandise Shop: Gift Shop (Buy Just 1)-4, Wholesale Me",0.226796185,RE-TBEAR-6,,red-ribbon-teddy-bear-1-teddy-bear-retail,6,,6,500,15.99,Title,"Default Title",,,,,"Red Ribbon",'849228027563,202105181503red-ribbon-teddy-bear-1-teddy-bear-retail364451557.jpg
2907,2936,"Gray Ribbon Teddy Bear","<p>This adorable gray ribbon teddy bear has a satin ribbon tied around his neck with gray ribbons and the words ""Hope, Faith, Love"" in a pretty design. This bear is 6 1/2 inches tall.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_No, color_Gray, Generic, GiftOption_No, Gray Ribbon - Retail, product-type_Teddy Bears, shape_Animal, Teddy bears, Wholesale Merchandise Shop: Gift Shop (Buy Just 1)-15, Wholesale M",0.226796185,RE-TBEAR-7,,gray-ribbon-teddy-bear-1-teddy-bear-retail,6,,6,999,15.99,Title,"Default Title",,,,,"Gray Ribbon",'849228027587,202105181504gray-ribbon-teddy-bear-1-teddy-bear-retail348845654.jpg
2908,2937,"Dk Blue Ribbon Teddy Bear","<p>This adorable dark blue ribbon teddy bear has a satin ribbon tied around his neck with dark blue ribbons and the words ""Hope, Faith, Love"" in a pretty design. This bear is 6 1/2 inches tall.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_No, color_Dark Blue, Dark Blue Ribbon - Retail, Generic, GiftOption_No, product-type_Teddy Bears, shape_Animal, Teddy bears, Wholesale Merchandise Shop: Gift Shop (Buy Just 1)-13, w",0.226796185,RE-TBEAR-8,,dk-blue-ribbon-teddy-bear-1-teddy-bear-retail,6,,6,500,15.99,Title,"Default Title",,,,,"Dark Blue Ribbon",'849228027600,202105181504dk-blue-ribbon-teddy-bear-1-teddy-bear-retail329242641.jpg
2909,2938,"Lime Green Ribbon Teddy Bear","<p>This adorable lime green ribbon teddy bear has a satin ribbon tied around his lime green with lime green ribbons and the words ""Hope, Faith, Love"" in a pretty design. This bear is 6 1/2 inches tall.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_No, color_Lime Green, Generic, GiftOption_No, Lime Green Ribbon - Retail, product-type_Teddy Bears, shape_Animal, Teddy bears, Wholesale Merchandise Shop: Gift Shop (Buy Just 1)-12,",0.226796185,RE-TBEAR-9,,lime-green-ribbon-teddy-bear-1-teddy-bear-retail,6,,6,100,15.99,Title,"Default Title",,,,,"Lime Green Ribbon",'849228027624,202105181504lime-green-ribbon-teddy-bear-1-teddy-bear-retail445889362.jpg
2910,2939,"Anti-Bullying Awareness Teddy Bear","<p>This adorable anti-bullying teddy bear has a satin ribbon tied around the neck with the word ""Bullies"" in a red circle with a line through it. This bear is 6 1/2 inches tall.</p>","Wholesale Merchandise Shop",vendor-unknown,"Bullying - Retail, clearance_No, color_Brown, Generic, GiftOption_No, product-type_Teddy Bears, shape_Animal, Teddy bears, Wholesale Merchandise Shop: Gift Shop (Buy Just 1)-21, Wholesale Mer",0.226796185,RE-TBEAR-BUR,,anti-bullying-teddy-bear-1-teddy-bear-retail,6,,6,999,15.99,Title,"Default Title",,,,,"Anti Bullying",'849228027860,202105181504anti-bullying-teddy-bear-1-teddy-bear-retail222100509.jpg
2911,2940,"Green Camouflage Ribbon Teddy Bear","<p>This adorable green camouflage ribbon teddy bear has a satin ribbon tied around his neck with a camouflage pattern in traditional camouflage colors. This bear is 6 1/2 inches tall.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_No, color_Green, Generic, GiftOption_No, Patriotic - Retail, product-type_Teddy Bears, shape_Animal, Teddy bears, Wholesale Merchandise Shop: Gift Shop (Buy Just 1)-22, Wholesale Me",0.226796185,RE-TBEAR-CF13,,green-camouflage-ribbon-teddy-bear-1-teddy-bear-retail,6,,6,500,15.99,Title,"Default Title",,,,,,'849228055511,202105181504green-camouflage-ribbon-teddy-bear-1-teddy-bear-retail235590962.jpg
2912,2941,"Heart Ribbon Teddy Bear","<p>This adorable heart awareness ribbon teddy bear has a white satin ribbon with a pretty red heart design tied around its neck. This bear is 6 1/2 inches tall. This sweet awareness teddy bear makes a thoughtful gift for someone affected by heart disease or a great way to show your love to someone special.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_No, color_Red, Generic, GiftOption_No, Heart - Retail, product-type_Teddy Bears, shape_Animal, Teddy bears, Wholesale Merchandise Shop: Gift Shop (Buy Just 1)-34, Wholesale Merchand",0.226796185,RE-TBEAR-HRT,,heart-ribbon-teddy-bear-1-teddy-bear-retail,6,,6,500,15.99,Title,"Default Title",,,,,,'849228051100,202105181504heart-ribbon-teddy-bear-1-teddy-bear-retail125839446.jpg
2913,2942,"Black Paw Print Teddy Bear","<p>This adorable animal causes teddy bear has a satin ribbon tied around his neck with black paw prints in a pretty design. This bear is 6 1/2 inches tall.</p>","Wholesale Merchandise Shop",vendor-unknown,"Animal - Retail, clearance_No, color_Brown, Generic, GiftOption_No, product-type_Teddy Bears, shape_Animal, Teddy bears, Wholesale Merchandise Shop: Gift Shop (Buy Just 1)-14, Wholesale Merch",0.226796185,RE-TBEAR-P2,,black-paw-print-teddy-bear-1-teddy-bear-retail,6,,6,999,15.99,Title,"Default Title",,,,,Animal,'849228065282,202105181504black-paw-print-teddy-bear-1-teddy-bear-retail224952657.jpg
2914,2943,"Striped Rainbow Ribbon Teddy Bear","<p>This adorable rainbow teddy bear has a satin ribbon tied around his neck with a striped rainbow pattern. This bear is 6 1/2 inches tall.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_No, color_Rainbow, Generic, GiftOption_No, product-type_Teddy Bears, Rainbow - Retail, shape_Animal, Teddy bears, Wholesale Merchandise Shop: Gift Shop (Buy Just 1)-32, Wholesale Me",0.226796185,RE-TBEAR-RB2,,striped-rainbow-ribbon-teddy-bear-1-teddy-bear-retail,6,,6,498,15.99,Title,"Default Title",,,,,"Gay Pride",'849228055658,202105181504striped-rainbow-ribbon-teddy-bear-1-teddy-bear-retail383676689.jpg
2915,2944,"Make A Difference Teddy Bear","<p>This adorable ribbon awareness teddy bear has a satin ribbon tied around his neck with the words ""Together We Can Make A Difference"". This bear is 6 1/2 inches tall.</p>","Wholesale Merchandise Shop",vendor-unknown,"Black Ribbon - Retail, clearance_No, color_Brown, Generic, GiftOption_No, product-type_Teddy Bears, shape_Animal, Teddy bears, Wholesale Merchandise Shop: Gift Shop (Buy Just 1)-20",0.226796185,RE-TBEAR-TW,,make-a-difference-teddy-bear-1-teddy-bear-retail,6,,6,500,15.99,Title,"Default Title",,,,,,'849228027969,202105181504make-a-difference-teddy-bear-1-teddy-bear-retail246802546.jpg
2916,2945,"Autism Awareness Ribbon Visors","<p>This autism ribbon visor has a multi colored puzzle piece ribbon embroidered on the front. The visor is made of 100% soft cotton and has a Velcro back closure.</p>","Wholesale Merchandise Shop",vendor-unknown,"Autism - Wholesale, clearance_Yes, color_Multicolored, Generic, GiftOption_No, product-type_Visors, Visors, Wholesale Merchandise Shop, Wholesale Merchandise Shop: Apparel/Hats/Other-3, Whole",0.045359237,RE-VI-01-2,,bulk-autism-awareness-ribbon-visors,5.5,,5.5,999,15.99,Title,"Default Title",,,,,"Autism Ribbon",'849228014815,202105181504bulk-autism-awareness-ribbon-visors319522504.jpg
2917,2946,"Teal Ribbon Visor","<p>This teal ribbon visor is white with a teal ribbon embroidered on the front. The visor is made of 100% soft cotton and has a Velcro back closure.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_No, color_Teal, Generic, GiftOption_No, product-type_Visors, Teal Ribbon - Retail, Visors, walmart, Wholesale Merchandise Shop: Clothing/Hats/Other-5, Wholesale Merchandise Shop: Gi",0.045359237,RE-VI-01-3,,teal-ribbon-visor-1-visor-retail,5.5,,5.5,162,15.99,Title,"Default Title",,,,,"Teal Ribbon",'849228014822,202105181504teal-ribbon-visor-1-visor-retail207094158.jpg
2918,2947,"Red Ribbon Visors","<p>This red ribbon visor is a white visor with a red ribbon embroidered on the front. The visor is 100% soft cotton and has a Velcro back closure.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_Yes, color_Red, GiftOption_No, Overstocks, Overstocks: Clothing/Hats/Visors, product-type_Visors, Wholesale Merchandise Shop, Wholesale Merchandise Shop: Apparel/Hats/Other-1, Whole",0.045359237,RE-VI-01-6,,red-ribbon-visors,5.75,,5.75,7,15.99,Title,"Default Title",,,,,"Red Ribbon",'849228006889,202105181504red-ribbon-visors128932410.jpg
2919,2948,"Pink Ribbon Awareness Visor - White with Pattern","<p>This pink ribbon visor is a high quality white visor  with a pink pattern of ribbons and hearts and the words ""Hope Love Cure"". The visor is 100% cotton with an elastic and bow back.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_Yes, color_Pink, Generic, GiftOption_No, Pink Ribbon - Retail, product-type_Visors, Visors, walmart, Wholesale Merchandise Shop: Baseball Hats-2, Wholesale Merchandise Shop: Clothin",0.06200607698,RE-VI-02-1,,pink-ribbon-visor-white-with-pattern-1-visor-retail,6.5,,6.5,500,18.99,"Package Quantity","1 Visor",,,,,"Pink Ribbon",'849228087628,202105181504pink-ribbon-visor-white-with-pattern-1-visor-retail442062353.jpg
2920,2949,"Pink Ribbon Awareness Visor - Black with Pattern","<p>This pink ribbon visor is a high quality black visor with a pretty and unique pink, purple and white pattern of ribbons, hearts and flowers. The visor is 100% cotton with an elastic and bow back.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_Yes, color_Pink, Generic, GiftOption_No, Pink Ribbon - Retail, product-type_Visors, Visors, walmart, Wholesale Merchandise Shop: Baseball Hats-2, Wholesale Merchandise Shop: Clothin",0.045359237,RE-VI-02-1B,,pink-ribbon-visor-black-with-pattern-1-visor-retail,6.5,,6.5,128,18.99,Title,"Default Title",,,,,"Pink Ribbon",'849228068399,202105181504pink-ribbon-visor-black-with-pattern-1-visor-retail107929034.jpg
2921,2950,"Rectangle Rainbow Visors in White","<p>This rainbow visor is a white visor with an embroidered rectangle striped with the colors of the rainbow on the front. Great to wear for a pride parade or other outdoor pride awareness event. Our visor is made of 100% cotton and has a Velcro back closure. </p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_No, color_Rainbow, Generic, GiftOption_No, product-type_Visors, Rainbow - Wholesale, Visor, Wholesale Merchandise Shop, Wholesale Merchandise Shop: Apparel/Hats/Other-6, Wholesale M",0.06200607698,RE-VI-RB2,,rectangle-rainbow-visors-in-white,6,,6,499,18.99,"Package Quantity","1 Visor",,,,,"Gay Pride",'849228085327,202105181504rectangle-rainbow-visors-in-white212827729.jpg
2922,2951,"Rectangle Rainbow Visors in Black","<p>This rainbow visor is ablack visor with an embroidered rectangle striped with the colors of the rainbow on the front. Great to wear for a pride parade or other outdoor pride awareness event. Our visor is made of 100% cotton and has a Velcro back closure. </p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_No, color_Rainbow, Generic, GiftOption_No, product-type_Visors, Rainbow - Wholesale, Visors, Wholesale Merchandise Shop, Wholesale Merchandise Shop: Apparel/Hats/Other-6, Wholesale ",0.06200607698,RE-VI-RB3,,rectangle-rainbow-visors-in-black,6,,6,500,18.99,"Package Quantity","1 Visor",,,,,"Gay Pride",'849228085334,202105181504rectangle-rainbow-visors-in-black302439262.jpg
2923,2952,"Rectangle Transgender Flag Visors in White","<p>This white visor is embroidered with the transgender flag colors: pink, white, and blue. Our visor is made of 100% cotton and features a Velcro back closure. </p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_No, color_Pink-White-Blue, GiftOption_No, product-type_Visors, Rainbow - Wholesale, Transgender, Visors, Wholesale Merchandise Shop, Wholesale Merchandise Shop: Apparel/Hats/Other-6",0.06200607698,RE-VI-RB5,,rectangle-transgender-flag-visors-in-white,6,,6,500,18.99,"Package Quantity","1 Visor",,,,,"Gay Pride",'8945091229249,202105181504rectangle-transgender-flag-visors-in-white349025993.jpg
2924,2953,"Pink Ribbon Water Bottles","<p>This pink ribbon water bottle is white with a pink ribbon and the words ""We're In This Together"" in a circle and smaller pink ribbons around the neck of the bottle. The BPA-free squeeze bottle is made with food grade materials and ink. The bottle is 10 inches tall and holds 750 ml of liquid.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_Yes, color_Pink, Generic, GiftOption_No, Pink Ribbon - Wholesale, product-type_Water Bottles, Water Bottle, Wholesale Merchandise Shop, Wholesale Merchandise Shop: Miscellaneous Ite",0.0680388555,RE-WBOT-1,,pink-ribbon-water-bottles,2,,2,312,8.99,Title,"Default Title",,,,,"Pink Ribbon",'849228037364,202105181504pink-ribbon-water-bottles254925690.jpg
2925,2954,"Gold Ribbon Water Bottles","<p>This gold ribbon water bottle is white with a gold ribbon and the words ""We're In This Together"" in a circle and smaller gold ribbons around the neck of the bottle. The BPA-free squeeze bottle is made with food grade materials and ink. The bottle is 10 inches tall and holds 750 mL of liquid.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_Yes, color_Gold, Generic, GiftOption_No, Gold Ribbon - Wholesale, product-type_Water Bottles, Water Bottle, Wholesale Merchandise Shop, Wholesale Merchandise Shop: Gold Ribbon, Whol",0.0680388555,RE-WBOT-11,,gold-ribbon-water-bottles,2,,2,999,8.99,Title,"Default Title",,,,,"Gold Ribbon",'849228037548,202105181504gold-ribbon-water-bottles151148068.jpg
2926,2955,"Purple Ribbon Water Bottles","<p>This purple ribbon water bottle is white with a purple ribbon and the words ""We're In This Together"" in a circle with smaller purple ribbons around the neck of the bottle. The BPA-free squeeze bottle is made with food grade materials and ink. The bottle is 10 inches tall and holds 750 mL of liquid.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_Yes, color_Purple, Generic, GiftOption_No, product-type_Water Bottles, Purple Ribbon - Wholesale, Water Bottle, Wholesale Merchandise Shop, Wholesale Merchandise Shop: Miscellaneous",0.0680388555,RE-WBOT-4,,purple-ribbon-water-bottles,2,,2,999,8.99,Title,"Default Title",,,,,"Purple Ribbon",'849228037425,202105181504purple-ribbon-water-bottles272322624.jpg
2927,2956,"Gray Ribbon Water Bottles","<p>This gray ribbon water bottle is white with a gray ribbon and the words ""We're In This Together"" in a circle and smaller gray ribbons around the neck of the bottle. The BPA-free squeeze bottle is made with food grade materials and ink. The bottle is 10 inches tall and holds 750 ml of liquid.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_Yes, color_Gray, Generic, GiftOption_No, Gray Ribbon - Wholesale, Overstocks, Overstocks: Miscellaneous Items, product-type_Water Bottles, Water Bottle, Wholesale Merchandise Shop,",0.0680388555,RE-WBOT-7,,gray-ribbon-water-bottles,2,,2,999,8.99,Title,"Default Title",,,,,"Gray Ribbon",'849228037487,202105181504gray-ribbon-water-bottles438183105.jpg
2928,2957,"Dk Blue Ribbon Water Bottle","<p>This dark blue ribbon water bottle is white with a dark blue ribbon and the words ""We're In This Together"" in a circle and smaller dark blue ribbons around the neck of the bottle. The BPA-free squeeze bottle is made with food grade materials and ink. The bottle is 10 inches tall and holds 750 ml of liquid.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_Yes, color_Dark Blue, Dark Blue Ribbon - Retail, Generic, GiftOption_No, product-type_Water Bottles, walmart, Water Bottle, Wholesale Merchandise Shop: Gift Shop (Buy Just 1)-13, Wh",0.0680388555,RE-WBOT-8,,dk-blue-ribbon-water-bottle-1-water-bottle-retail,2,,2,2,8.99,Title,"Default Title",,,,,"Dark Blue Ribbon",'849228037500,202105181504dk-blue-ribbon-water-bottle-1-water-bottle-retail180289072.jpg
2929,2958,"Lime Green Ribbon Water Bottles","<p>This lime green ribbon water bottle is white with a lime green ribbon and the words ""We're In This Together"" in a circle and smaller lime green ribbons around the neck of the bottle. The BPA-free squeeze bottle is made with food grade materials and ink. The bottle is 10 inches tall and holds 750 mL of liquid.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_Yes, color_Lime Green, Generic, GiftOption_No, Lime Green Ribbon - Wholesale, Overstocks, Overstocks: Miscellaneous Items, product-type_Water Bottles, Water Bottle, Wholesale Mercha",0.0680388555,RE-WBOT-9,,lime-green-ribbon-water-bottles,2,,2,706,8.99,Title,"Default Title",,,,,"Lime Green Ribbon",'849228037524,202105181504lime-green-ribbon-water-bottles140845139.jpg
2930,2959,"We're In This Together Pink Silicone Bracelets (1 Card with 2 Bracelets)","<p>This high quality pink silicone bracelet has the words ""We're In This Together"" and ribbons embossed on them. Each card is 4 inches by 3 1/2 inches and contains two bracelets. The card has a convenient display hole at the top to hang or fits in our counter top display. The pink silicone bracelets are 8 1/4 inches and are made of high quality silicone that you can see and feel.</p>","Wholesale Merchandise Shop",vendor-unknown,"bracelet-style_Silicone, Bracelets, clearance_No, color_Pink, Generic, GiftOption_Yes, Pink Ribbon - Retail, product-type_Bracelets, Wholesale Merchandise Shop: Bracelets-12, Wholesale Mercha",0.0226796185,RE-WITTDPS-1,,were-in-this-together-pink-silicone-bracelets-1-card-with-2-bracelets,1.25,,1.25,500,8.99,Title,"Default Title",,,,,,'810003045430,202105181504were-in-this-together-pink-silicone-bracelets-1-card-with-2-bracelets258943060.jpg
2931,2960,"Youth Pink Ribbon Football Socks","<p>These youth/child pink ribbon football socks for breast cancer awareness are thick pink socks with a darker pink ribbon on either side at the calf. Great for not only football teams but soccer teams, basketball teams, baseball teams, hockey teams and even cheerleaders to wear. The socks are a heavy 80% acrylic/20% spandex blend. They are 17 inches long and fit shoe sizes 1-4.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_No, color_Pink, Football Gear, Generic, GiftOption_No, Pink Ribbon - Retail, product-type_Socks, walmart, Wholesale Merchandise Shop: Clothing/Hats/Other-1, Wholesale Merchandise Sh",0.1133980925,RE-YFSOCK-01-1,,1-pair-youth-child-pink-ribbon-football-socks-1-pair-knee-high-socks-retail,5,,5,4606,12.99,Title,"Default Title",,,,,"Pink Ribbon",'849228027389,2021051815041-pair-youth-child-pink-ribbon-football-socks-1-pair-knee-high-socks-retail4016483.jpg
2932,2961,"Satin Pink Awareness Ribbon By The Yard","<p>This satin pink awareness ribbon by the yard is perfect if you need to make favor bags or give a gift. This white satin ribbon is 10 yards long and 1 1/4 inch wide on a spool and has pink ribbons printed on it along with the words Hope, Faith, Love in a pretty design.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_No, color_Pink, Generic, GiftOption_No, Pink Ribbon - Retail, product-type_Ribbon Spools, Ribbon by the yard, walmart, Wholesale Merchandise Shop, Wholesale Merchandise Shop: Fundra",0.1000171176,RIB-01,,satin-pink-awareness-ribbon-by-the-yard,2.5,,2.5,500,8.99,"Package Quantity","1 Spool",,,,,"Pink Ribbon",'814361013230,202105181504satin-pink-awareness-ribbon-by-the-yard257770017.jpg
2933,2962,"Satin Autism Awareness Ribbon By The Yard","<p>This autism awareness ribbon is perfect if you are doing an event and need to tie favor bags. This white satin ribbon is 10 yards long and 1 1/4 inch wide on a spool and has autism ribbons printed on it along with the words Hope, Faith, Love in a pretty design.</p>","Wholesale Merchandise Shop",vendor-unknown,"Autism - Wholesale, clearance_Yes, color_Multicolored, Generic, GiftOption_No, Overstocks, Overstocks: Fundraising Supplies, product-type_Ribbon Spools, Ribbon by the yard, walmart, Wholesale ",0.1000171176,RIB-02,,satin-autism-awareness-ribbon-by-the-yard,2.5,,2.5,500,8.99,"Package Quantity","1 Spool",,,,,"Autism Ribbon",'849228014846,202105181504satin-autism-awareness-ribbon-by-the-yard263693556.jpg
2934,2963,"Satin Teal Awareness Ribbon By The Yard","<p>This satin teal awareness ribbon is perfect if you are doing an event and need to make favor bags. This white satin ribbon is 10 yards long and 1 1/4 inch wide on a spool and has teal ribbons printed on it along with the words Hope, Faith, Love in a pretty design.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_No, color_Teal, Generic, GiftOption_No, product-type_Ribbon Spools, Ribbon by the yard, Teal Ribbon - Wholesale, walmart, Wholesale Merchandise Shop, Wholesale Merchandise Shop: Fun",0.1000171176,RIB-03,,satin-teal-awareness-ribbon-by-the-yard,2.5,,2.5,499,8.99,"Package Quantity","1 Spool",,,,,"Teal Ribbon",'849228014853,202105181504satin-teal-awareness-ribbon-by-the-yard262904111.jpg
2935,2964,"Satin Purple Awareness Ribbon By The Yard","<p>This satin purple awareness ribbon is perfect if you are doing an event and need to make favor bags. This white satin ribbon is 10 yards long and 1 1/4 inch wide on a spool and has purple ribbons printed on it along with the words Hope, Faith, Love in a pretty design. </p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_No, color_Purple, Generic, GiftOption_No, product-type_Ribbon Spools, Purple Ribbon - Retail, Ribbon by the yard, walmart, Wholesale Merchandise Shop, Wholesale Merchandise Shop: Fu",0.1000171176,RIB-04,,satin-purple-awareness-ribbon-by-the-yard,2.5,,2.5,499,8.99,"Package Quantity","1 Spool",,,,,,'849228014860,202105181504satin-purple-awareness-ribbon-by-the-yard284074307.jpg
2936,2965,"Satin Orange Awareness Ribbon By The Yard (10 Yard Spool)","<p>This satin orange awareness ribbon is perfect if you are doing an event and need to make favor bags. This white satin ribbon is 10 yards long and 1 1/4 inch wide on a spool and has orange ribbons printed on it along with the words Hope, Faith, Love in a pretty design.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_No, color_Orange, Generic, GiftOption_No, Orange Ribbon - Retail, product-type_Ribbon Spools, Ribbon by the yard, walmart, Wholesale Merchandise Shop, Wholesale Merchandise Shop: Fu",0.1133980925,RIB-05,,10-yard-spool-satin-orange-awareness-ribbon-by-the-yard-10-yard-spool,2.5,,2.5,495,9.99,Title,"Default Title",,,,,"Orange Ribbon",'849228014877,20210518150410-yard-spool-satin-orange-awareness-ribbon-by-the-yard-10-yard-spool75494192.jpg
2937,2966,"Satin Red Awareness Ribbon By The Yard","<p>This satin red awareness ribbon is perfect if you are doing an event and need to make favor bags. This white satin ribbon is 10 yards long and 1 1/4 inch wide on a spool and has red ribbons printed on it along with the words Hope, Faith, Love in a pretty design.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_Yes, color_Red, Generic, GiftOption_No, Overstocks, Overstocks: Fundraising Supplies, product-type_Ribbon Spools, Red Ribbon - Wholesale, Ribbon by the yard, walmart, Wholesale Merc",0.1000171176,RIB-06,,spool-satin-red-awareness-ribbon-by-the-yard,2.5,,2.5,500,8.99,"Package Quantity","1 Spool",,,,,"Red Ribbon",'849228014884,202105181504spool-satin-red-awareness-ribbon-by-the-yard3968368.jpg
2938,2967,"Satin Gray Awareness Ribbon By The Yard (10 Yard Spool)","<p>This satin gray awareness ribbon is perfect if you are doing an event and need to make favor bags. This white satin ribbon is 10 yards long and 1 1/4 inch wide on a spool and has gray ribbons printed on it along with the words Hope, Faith, Love in a pretty design.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_No, color_Gray, Generic, GiftOption_No, Gray Ribbon - Retail, product-type_Ribbon Spools, Ribbon by the yard, walmart, Wholesale Merchandise Shop, Wholesale Merchandise Shop: Fundra",0.1133980925,RIB-07,,10-yard-spool-satin-gray-awareness-ribbon-by-the-yard-10-yard-spool,2.5,,2.5,495,9.99,Title,"Default Title",,,,,"Gray Ribbon",'849228014891,20210518150410-yard-spool-satin-gray-awareness-ribbon-by-the-yard-10-yard-spool348383611.jpg
2939,2968,"Satin Dark Blue Awareness Ribbon By The Yard","<p>This satin dark blue awareness ribbon is perfect if you are doing an event and need to tie favor bags. This white satin ribbon is 10 yards long and 1 1/4 inch wide on a spool and has dark blue ribbons printed on it along with the words Hope, Faith, Love in a pretty design.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_Yes, color_Dark Blue, Dark Blue Ribbon - Retail, Generic, GiftOption_No, Overstocks, Overstocks: Fundraising Supplies, product-type_Ribbon Spools, Ribbon by the yard, walmart, Whole",0.1000171176,RIB-08,,10-yard-spool-satin-dk-blue-awareness-ribbon-by-the-yard,2.5,,2.5,500,8.99,"Package Quantity","1 Spool",,,,,"Dark Blue Ribbon",'849228014907,20210518150410-yard-spool-satin-dk-blue-awareness-ribbon-by-the-yard223301343.jpg
2940,2969,"Satin Lime Green Awareness Ribbon By The Yard (10 Yard Spool)","<p>This satin lime green awareness ribbon is perfect if you are doing an event and need to make favor bags. This white satin ribbon is 10 yards long and 1 1/4 inch wide on a spool and has lime green ribbons printed on it along with the words ""Hope, Faith, Love"" in a pretty design.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_Yes, color_Lime Green, Generic, GiftOption_No, Lime Green Ribbon - Wholesale, Overstocks, Overstocks: Fundraising Supplies, product-type_Ribbon Spools, Ribbon by the yard, walmart,",0.1133980925,RIB-09,,10-yard-spool-satin-lime-green-awareness-ribbon-by-the-yard-10-yard-spool,2.5,,2.5,498,9.99,Title,"Default Title",,,,,"Lime Green Ribbon",'849228014914,20210518150410-yard-spool-satin-lime-green-awareness-ribbon-by-the-yard-10-yard-spool441219919.jpg
2941,2970,"Satin Light Blue Awareness Ribbon By The Yard","<p>This satin light blue awareness ribbon is perfect if you are doing an event and need to make favor bags. This white satin ribbon is 10 yards long and 1 1/4 inch wide on a spool and has light blue ribbons printed on it along with the words ""Hope, Faith, Love"" in a pretty design.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_Yes, color_Light Blue, Generic, GiftOption_No, Light Blue Ribbon - Retail, Overstocks, Overstocks: Fundraising Supplies, product-type_Ribbon Spools, Ribbon by the yard, walmart, Who",0.1000171176,RIB-12,,satin-light-blue-awareness-ribbon-by-the-yard,2.5,,2.5,500,8.99,"Package Quantity","1 Spool",,,,,"Light Blue Ribbon",'849228014938,202105181504satin-light-blue-awareness-ribbon-by-the-yard184759279.jpg
2942,2971,"Satin Green Awareness Ribbon By The Yard","<p>This satin green awareness ribbon by the yard is perfect if you are doing an event and need to make favor bags. This white satin ribbon is 10 yards long and 1 1/4 inch wide on a spool and has green ribbons printed on it along with the words ""Hope, Faith, Love"" in a pretty design.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_Yes, color_Green, Generic, GiftOption_No, Green Ribbon - Wholesale, Overstocks, Overstocks: Fundraising Supplies, product-type_Ribbon Spools, Ribbon by the yard, walmart, Wholesale ",0.1000171176,RIB-13,,spool-satin-green-awareness-ribbon-by-the-yard,2.5,,2.5,499,8.99,"Package Quantity","1 Spool",,,,,,'814361016446,202105181504spool-satin-green-awareness-ribbon-by-the-yard160098925.jpg
